,A#,D#,F,Cm7,Gm7,G#,C,A#m7,Fm7,F#,B,C#,G#m7,D#m7,E,C#m7,G,Dm7,Am7,A,D,Bm7,F#m7,Em7,A#M7,Cm,G#M7,Gm,F7,A#m,F#M7,Fm,D#7,G#m,EM7,D#m,C#7,D#M7,CM7,A#7,BM7,C#m,AM7,F#7,Dm,Am,G7,C#M7,G#7,Bm,GM7,F#m,E7,DM7,Em,A7,B7,FM7,D7,C7,Bo,Ao,Go,Eo,Co,C#o,Do,A#o,D#o,Fo,G#o,F#o,Am7 alter b5,Dm7 alter b5,Gm7 alter b5,Cm7 alter b5,F#m7 alter b5,Bm7 alter b5,A#m7 alter b5,D#m7 alter b5,Em7 alter b5,Fm7 alter b5,G#m7 alter b5,C#m7 alter b5,Fo7,D#o7,C#o7,A#o7,F#o7,Go7,G#o7,Eo7,Ao7,Bo7,Do7,Co7,F7 alter b5,D#7 alter b5,C#7 alter b5,A#7 alter b5,F#7 alter b5,G7 alter b5,G#7 alter b5,E7 alter b5,A7 alter b5,B7 alter b5,D7 alter b5,C7 alter b5,G7 add b9,F7 add b9,D#7 add b9,C7 add b9,G#7 add b9,A7 add b9,A#7 add b9,F#7 add b9,B7 add b9,C#7 add b9,E7 add b9,D7 add b9,F9,D#9,C#9,A#9,F#9,G9,G#9,E9,A9,B9,D9,C9,D#M9,CM9,BM9,G#M9,EM9,FM9,F#M9,DM9,GM9,AM9,A#M9,E#,B#m7,B#7,G#M7 alter b5,F#M7 alter b5,EM7 alter b5,CM7 alter b5,AM7 alter b5,A#M7 alter b5,BM7 alter b5,GM7 alter b5,DM7 alter b5,FM7 alter b5,D#M7 alter b5
74,0.09910537934239573,0.01806258628624022,0.05826017557861133,0.06547418157273034,0.09720468890892696,0.0036718301778542743,0.025706713780918728,0.005350553505535056,0.007641921397379912,0.006403539410874374,0.005082005082005082,0.0019801980198019802,0.006266126059712496,0.005206396429899591,0.007486255702421336,0.006178991429140921,0.10765714285714285,0.0889647735442128,0.09048050770625567,0.016325112886418896,0.1532660401438682,0.12584971523057137,0.005362426035502958,0.07116654438738078,0.16597853014037986,0.036347901341410645,0.015751383567475522,0.10216998191681737,0.06053377068734158,0.0018700327255726976,0.0039164490861618795,0.015548645046645935,0.005970149253731343,0.0035842293906810036,0.00391304347826087,0.0036248300860897147,0.011274158911954187,0.1,0.04825901038485034,0.06083370157607895,0.006110868616324749,0.001433349259436216,0.010421189752496743,0.01456237802131812,0.13119143239625167,0.04965156794425087,0.09747874523600117,0.0020689655172413794,0.023294259092275324,0.11355475763016158,0.14328614328614328,0.00986989681471512,0.06147602585299865,0.04150620453572957,0.02328705776981639,0.019392663860493084,0.012800975312404754,0.020935960591133004,0.1203923900118906,0.048876475815665864,0.08115183246073299,0.015306122448979591,0.005263157894736842,0.01084010840108401,0.02226027397260274,0.0,0.018518518518518517,0.015748031496062992,0.045454545454545456,0.10584958217270195,0.15762273901808785,0.11733333333333333,0.15118110236220472,0.0816,0.0064516129032258064,0.007763975155279503,0.013333333333333334,0.15609756097560976,0.009884678747940691,0.0033222591362126247,0.04669887278582931,0.006514657980456026,0.11330049261083744,0.010526315789473684,0.08333333333333333,0.0,0.0,0.0,0.14285714285714285,0.0,0.3333333333333333,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.17647058823529413,0.0,0.07142857142857142,0.0625,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.030303030303030304,0.0,0.0,0.06060606060606061,0.0,0.21212121212121213,0.030303030303030304,0.0,0.0,0.029411764705882353,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
75,0.014987800627396306,0.1382880809940175,0.008892942651921103,0.11896726290921364,0.004328223624887286,0.10923694779116466,0.011130742049469965,0.08929889298892989,0.06823144104803494,0.05541972290138549,0.09736659736659736,0.034323432343234324,0.09583486914854404,0.08720714020081814,0.018949584746754008,0.06238788120390672,0.006857142857142857,0.007548526240115025,0.005802357207615594,0.0034734282737061478,0.0019723865877712033,0.0062465552085247105,0.006656804733727811,0.005319148936170213,0.011147811725846408,0.09865858935525747,0.14091102596849722,0.009945750452079566,0.06187565230356344,0.04908835904628331,0.018276762402088774,0.023545091070635273,0.11925373134328358,0.11155913978494623,0.09782608695652174,0.1273221567739012,0.0535075161059413,0.03697478991596639,0.02504581551618815,0.01914862277213139,0.1693583587952859,0.042044911610129,0.013894919669995658,0.06050142621228044,0.0013386880856760374,0.0039198606271777,0.014365288771621226,0.06275862068965517,0.09708446047490231,0.0017953321364452424,0.007722007722007722,0.013458950201884253,0.00721479032015632,0.0034231921266581087,0.005373936408419167,0.021497294046903186,0.06126181042365133,0.003694581280788177,0.013971462544589775,0.02170877237526977,0.015706806282722512,0.15816326530612246,0.11315789473684211,0.04607046070460705,0.06164383561643835,0.026595744680851064,0.0026455026455026454,0.013123359580052493,0.01871657754010695,0.011142061281337047,0.00516795865633075,0.088,0.12283464566929134,0.0096,0.016129032258064516,0.15062111801242237,0.008333333333333333,0.00975609756097561,0.1400329489291598,0.07973421926910298,0.004830917874396135,0.04723127035830619,0.011494252873563218,0.005263157894736842,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.047619047619047616,0.17647058823529413,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.05555555555555555,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.09090909090909091,0.35714285714285715,0.0,0.030303030303030304,0.0,0.21212121212121213,0.0,0.030303030303030304,0.058823529411764705,0.03571428571428571,0.019230769230769232,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0
80,0.009410944579993029,0.016106764841233318,0.004674495496522631,0.005568680391495107,0.004869251577998197,0.10981067125645438,0.03171378091872792,0.05276752767527675,0.0789665211062591,0.033880544882989874,0.05197505197505198,0.07805280528052805,0.058238112790269074,0.06359241353663071,0.08866534097555269,0.06278652581223838,0.0009142857142857143,0.003055355859094177,0.0034451495920217587,0.01609355100150515,0.0026685230305139806,0.003858166452324086,0.053069526627218935,0.003851797505502568,0.002064409578860446,0.009519688446559932,0.018305661983822902,0.00135623869801085,0.0084985835694051,0.020570359981299673,0.04525674499564839,0.10217681030653043,0.013134328358208954,0.10304659498207885,0.09913043478260869,0.05346624376982329,0.06263421617752327,0.0058823529411764705,0.02412950519242517,0.0410958904109589,0.013094718463553033,0.08982322025800286,0.056882327399044724,0.036330881249061704,0.000892458723784025,0.002613240418118467,0.008941659337437702,0.10827586206896551,0.08190562067929065,0.00718132854578097,0.000858000858000858,0.02826379542395693,0.03472117841575229,0.0068463842533162175,0.0035826242722794446,0.0046602525556223694,0.046936909478817436,0.003284072249589491,0.012336504161712248,0.01637679319537895,0.0549738219895288,0.03316326530612245,0.0,0.005420054200542005,0.0547945205479452,0.005319148936170213,0.1455026455026455,0.005249343832020997,0.016042780748663103,0.03064066852367688,0.015503875968992248,0.018666666666666668,0.0015748031496062992,0.08,0.0,0.013975155279503106,0.008333333333333333,0.004878048780487805,0.042833607907743,0.08803986710963455,0.00644122383252818,0.10586319218241043,0.05747126436781609,0.007017543859649123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.13333333333333333,0.047619047619047616,0.058823529411764705,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.09090909090909091,0.06060606060606061,0.0,0.029411764705882353,0.03571428571428571,0.11538461538461539,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
77,0.09399326129894273,0.03635526921306949,0.11959867745981075,0.07256159298008776,0.058611361587015326,0.054044750430292596,0.034363957597173145,0.08154981549815499,0.07259825327510917,0.018744906275468622,0.0035805035805035806,0.09554455445544555,0.0055289347585698485,0.0630345853477129,0.0010527547081530004,0.003986446083316724,0.007314285714285714,0.10334291876347951,0.0038077969174977336,0.005441704295472965,0.005221023320570832,0.003858166452324086,0.004622781065088758,0.004402054292002935,0.11643270024772914,0.04673301601038511,0.017879948914431672,0.01763110307414105,0.1066050395109587,0.11033193080878916,0.08050478677110531,0.12483340737450022,0.05,0.011200716845878136,0.0026086956521739132,0.04349796103307658,0.048854688618468145,0.05798319327731093,0.03817959682345754,0.08278096921490646,0.01178524661719773,0.0009555661729574773,0.005644811115935736,0.006305359555622279,0.11021865238732709,0.008710801393728223,0.051011433597185574,0.1413793103448276,0.05335136759843703,0.0031418312387791743,0.002574002574002574,0.0026917900403768506,0.01127310987524425,0.00599058622165169,0.0022391401701746527,0.012026458208057728,0.01706796708320634,0.029556650246305417,0.0111474435196195,0.02361305065380221,0.1518324607329843,0.11989795918367346,0.010526315789473684,0.0,0.0136986301369863,0.0,0.06349206349206349,0.005249343832020997,0.013368983957219251,0.016713091922005572,0.07751937984496124,0.042666666666666665,0.011023622047244094,0.1168,0.04838709677419355,0.09937888198757763,0.0033333333333333335,0.1040650406504065,0.011532125205930808,0.009966777408637873,0.011272141706924315,0.0781758957654723,0.011494252873563218,0.0035087719298245615,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.047619047619047616,0.058823529411764705,0.06666666666666667,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.07142857142857142,0.0625,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.21212121212121213,0.0,0.18181818181818182,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.058823529411764705,0.03571428571428571,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0
79,0.04786801440687812,0.08490566037735849,0.0323794322198153,0.05737428282146473,0.054824165915238955,0.016408491107286288,0.07075971731448763,0.0051660516605166054,0.05458515283842795,0.001047851903597625,0.004735504735504736,0.00033003300330033004,0.004054552156284556,0.003718854592785422,0.004678909814013335,0.0029898345624875425,0.11028571428571429,0.06272465851905104,0.05385312783318223,0.008915132569179113,0.016127160923541013,0.0036744442403086534,0.005177514792899409,0.09134262655906089,0.014037985136251032,0.08913890090869753,0.06428267347807577,0.10126582278481013,0.037870881168927985,0.010285179990649837,0.0017406440382941688,0.04486894713460684,0.04283582089552239,0.002240143369175627,0.004782608695652174,0.0031717263253285004,0.005368647100930566,0.0953781512605042,0.07177764202810018,0.044925614965385184,0.0026189436927106066,0.0033444816053511705,0.0026052974381241857,0.010358804984236601,0.051316376617581434,0.0195993031358885,0.08369979478158898,0.005517241379310344,0.004809137360985873,0.006732495511669659,0.02531102531102531,0.0013458950201884253,0.009168796031865325,0.007274283269148481,0.09628302731751008,0.04660252555622369,0.010667479427003962,0.043924466338259444,0.014417360285374554,0.06157166433921544,0.12041884816753927,0.007653061224489796,0.010526315789473684,0.04065040650406504,0.046232876712328765,0.13297872340425532,0.021164021164021163,0.07086614173228346,0.00267379679144385,0.005571030640668524,0.031007751937984496,0.0,0.03779527559055118,0.088,0.05806451612903226,0.013975155279503106,0.006666666666666667,0.011382113821138212,0.0032948929159802307,0.008305647840531562,0.10789049919484701,0.009771986970684038,0.0016420361247947454,0.09473684210526316,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.125,0.0,0.0,0.05555555555555555,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.06060606060606061,0.0,0.030303030303030304,0.030303030303030304,0.09090909090909091,0.0,0.030303030303030304,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
82,0.05205065644243058,0.05752416014726185,0.008892942651921103,0.028180897738778264,0.04526600541027953,0.03098106712564544,0.02226148409893993,0.03892988929889299,0.04512372634643377,0.07602747700547212,0.014784014784014783,0.03481848184818482,0.03722816070770365,0.042580885087393085,0.002573400397707334,0.0027905122583217062,0.004342857142857143,0.003055355859094177,0.002901178603807797,0.0006946856547412296,0.002088409328228333,0.002204666544185192,0.0025887573964497044,0.0020176082171680116,0.008670520231213872,0.016875811337083515,0.0280970625798212,0.05289330922242315,0.0064112121663933205,0.09209911173445536,0.06527415143603134,0.047534429142603286,0.047164179104477615,0.027777777777777776,0.0052173913043478265,0.09107385591300408,0.03471725125268432,0.06134453781512605,0.0036652412950519244,0.05302695536897923,0.04932343954604976,0.0009555661729574773,0.0008684324793747286,0.028524245608767453,0.002677376171352075,0.0017421602787456446,0.006596306068601583,0.006206896551724138,0.024346257889990983,0.0013464991023339318,0.003432003432003432,0.004037685060565276,0.009319104163535248,0.0034231921266581087,0.0026869682042095834,0.007366205652435358,0.003505028954587016,0.003284072249589491,0.00579667063020214,0.025771232702805638,0.020942408376963352,0.0,0.021052631578947368,0.08672086720867209,0.017123287671232876,0.005319148936170213,0.06613756613756613,0.013123359580052493,0.00267379679144385,0.013927576601671309,0.01808785529715762,0.0,0.004724409448818898,0.008,0.06935483870967742,0.026397515527950312,0.0033333333333333335,0.0016260162601626016,0.04118616144975288,0.008305647840531562,0.061191626409017714,0.057003257328990226,0.006568144499178982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.06666666666666667,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.09090909090909091,0.030303030303030304,0.0,0.06060606060606061,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
66,0.003485535029627048,0.0016106764841233318,0.001710181279215597,0.005062436719541006,0.0016230838593327321,0.0019506597819850832,0.0010600706713780918,0.004243542435424354,0.0016375545851528383,0.06915822563744324,0.048625548625548624,0.006105610561056105,0.036859565057132324,0.05875790256600967,0.01111241080828167,0.04125971696232809,0.004342857142857143,0.0017972681524083393,0.003626473254759746,0.020724788699780016,0.03666318598445295,0.05474921918059893,0.04493343195266272,0.021643433602347762,0.002064409578860446,0.0017308524448290783,0.0021285653469561515,0.0027124773960217,0.008349485612047115,0.0009350163627863488,0.02349869451697128,0.000888494002665482,0.0052238805970149255,0.011200716845878136,0.022608695652173914,0.035342093339374714,0.016821760916249106,0.0029411764705882353,0.004276114844227245,0.006922963617616733,0.0759493670886076,0.017677974199713332,0.013026487190620929,0.051794024921183006,0.0013386880856760374,0.004355400696864111,0.0033714453239519202,0.007586206896551724,0.026149684400360685,0.048922800718132854,0.047619047619047616,0.06729475100942127,0.026604539305576432,0.07702182284980745,0.00850873264666368,0.021046301864101023,0.04617494666260286,0.0016420361247947454,0.032401902497027346,0.009775295163133172,0.002617801047120419,0.05357142857142857,0.015789473684210527,0.0027100271002710027,0.0273972602739726,0.005319148936170213,0.013227513227513227,0.03937007874015748,0.034759358288770054,0.005571030640668524,0.015503875968992248,0.013333333333333334,0.0015748031496062992,0.0032,0.0032258064516129032,0.05434782608695652,0.028333333333333332,0.0032520325203252032,0.006589785831960461,0.05813953488372093,0.00322061191626409,0.0,0.029556650246305417,0.07192982456140351,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.029411764705882353,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.00197513651678866,0.006442705936493327,0.003306350473150154,0.007593655079311508,0.005590622182146078,0.002983362019506598,0.010159010600706713,0.0051660516605166054,0.006368267831149927,0.012224938875305624,0.1355971355971356,0.005280528052805281,0.10928861039439734,0.005206396429899591,0.09930986080243304,0.06717161650388678,0.07062857142857143,0.007189072609633357,0.051314596554850406,0.025587588282968622,0.049773755656108594,0.08745177291934594,0.07951183431952663,0.09317681584739546,0.002890173410404624,0.004327131112072695,0.006385696040868455,0.0018083182640144665,0.020724616072759803,0.0009350163627863488,0.010008703220191472,0.002221235006663705,0.012835820895522388,0.09453405017921147,0.1356521739130435,0.007702763932940644,0.05672870436649964,0.005042016806722689,0.06261453879047037,0.010458093975548682,0.04146660846791794,0.019589106545628284,0.058184976118106815,0.01981684431767002,0.013386880856760375,0.03484320557491289,0.05995309293462328,0.004137931034482759,0.010069131349564171,0.11983842010771993,0.15572715572715573,0.042171377299237325,0.09664812866376071,0.02396234488660676,0.08732646663681147,0.05216476247745039,0.10713197195976837,0.011083743842364532,0.04949464922711058,0.009775295163133172,0.013089005235602094,0.02040816326530612,0.015789473684210527,0.0027100271002710027,0.0273972602739726,0.026595744680851064,0.09788359788359788,0.005249343832020997,0.12032085561497326,0.12534818941504178,0.08010335917312661,0.010666666666666666,0.007874015748031496,0.0048,0.00967741935483871,0.004658385093167702,0.12166666666666667,0.06341463414634146,0.004942339373970346,0.011627906976744186,0.00644122383252818,0.09446254071661238,0.12315270935960591,0.06140350877192982,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.17647058823529413,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0625,0.07142857142857142,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.06060606060606061,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.15151515151515152,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0038340885325897525,0.019443166129774505,0.002166229620339756,0.010462369220384746,0.0010820559062218215,0.02650602409638554,0.0052120141342756185,0.012177121771217712,0.010735080058224163,0.011759226918151124,0.020905520905520905,0.009735973597359737,0.014743826022852931,0.006507995537374489,0.0032752368698093343,0.007374925254135938,0.00011428571428571428,0.0,0.0,0.001157809424568716,0.000580113702285648,0.0007348888480617307,0.0005547337278106509,0.0005502567865003668,0.0,0.03028991778450887,0.018305661983822902,0.0004520795660036166,0.005516624422245415,0.012155212716222535,0.0034812880765883376,0.007552199022656597,0.020149253731343283,0.013440860215053764,0.00826086956521739,0.03942002718622564,0.005547602004294917,0.0004201680672268908,0.004276114844227245,0.004271615849167771,0.014404190309908338,0.009555661729574774,0.0021710811984368217,0.00840714607416304,0.0004462293618920125,0.0,0.0013192612137203166,0.001379310344827586,0.010670273519687407,0.0026929982046678637,0.001287001287001287,0.00044863167339614175,0.0010521569216894633,0.0,0.0,0.0021046301864101023,0.006248095092959463,0.0,0.0017835909631391202,0.003046845245651898,0.0,0.015306122448979591,0.02631578947368421,0.0027100271002710027,0.003424657534246575,0.005319148936170213,0.0,0.007874015748031496,0.00267379679144385,0.0,0.0,0.005333333333333333,0.011023622047244094,0.0,0.004838709677419355,0.007763975155279503,0.0,0.0016260162601626016,0.023064250411861616,0.009966777408637873,0.0,0.004885993485342019,0.003284072249589491,0.0035087719298245615,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.003601719530614616,0.001955821445006903,0.018583969900809485,0.00809989875126561,0.005410279531109108,0.0051635111876075735,0.07720848056537102,0.004428044280442804,0.004730713245997089,0.007218535335894749,0.0164010164010164,0.006930693069306931,0.0046074456321415404,0.0061361100780959466,0.14247280383670605,0.12417779549531592,0.056114285714285714,0.06398274622573688,0.0884859474161378,0.10292925784415885,0.0392156862745098,0.08304243983097556,0.07285502958579881,0.08437270726338958,0.011973575557390587,0.004759844223279966,0.002979991485738612,0.012658227848101266,0.0064112121663933205,0.0037400654511453952,0.0039164490861618795,0.003109729009329187,0.011343283582089553,0.00985663082437276,0.03782608695652174,0.001359311282283643,0.014137437365783823,0.0021008403361344537,0.10507025045815516,0.018412137280895566,0.010912265386294195,0.11419015766841854,0.11984368215371255,0.05900015012760847,0.04194556001784917,0.10888501742160278,0.05526238639695104,0.006896551724137931,0.013675984370303576,0.05475763016157989,0.019734019734019732,0.019291161956034097,0.11588756951751089,0.0646127513906718,0.1303179579041648,0.09410703547805171,0.018896677842121304,0.08374384236453201,0.053061831153388826,0.047860860733781894,0.013089005235602094,0.00510204081632653,0.10526315789473684,0.018970189701897018,0.025684931506849314,0.09042553191489362,0.018518518518518517,0.15485564304461943,0.0,0.04735376044568245,0.11369509043927649,0.010666666666666666,0.012598425196850394,0.0112,0.004838709677419355,0.012422360248447204,0.05333333333333334,0.1073170731707317,0.11037891268533773,0.009966777408637873,0.07729468599033816,0.003257328990228013,0.011494252873563218,0.15789473684210525,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.13333333333333333,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.09090909090909091,0.07142857142857142,0.17647058823529413,0.0,0.0,0.058823529411764705,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.030303030303030304,0.0,0.06060606060606061,0.0,0.030303030303030304,0.0,0.0,0.21212121212121213,0.0,0.21428571428571427,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0
81,0.0120831881027071,0.002300966405890474,0.06578497320715995,0.0026999662504218697,0.035707844905320106,0.0010327022375215145,0.03339222614840989,0.002214022140221402,0.002547307132459971,0.0045406915822563745,0.007854007854007854,0.0037953795379537954,0.002948765204570586,0.002045370026031982,0.010176628845479003,0.002391867649990034,0.02982857142857143,0.04187634795111431,0.040979147778785134,0.06310061363899502,0.06439262095370693,0.035825831343009366,0.06582840236686391,0.05575935436537051,0.047481420313790254,0.006490696668109044,0.0008514261387824606,0.027124773960216998,0.028626807812732965,0.001402524544179523,0.0034812880765883376,0.003553976010661928,0.009253731343283582,0.0013440860215053765,0.0052173913043478265,0.002718622564567286,0.007695060844667144,0.0058823529411764705,0.006719609040928528,0.002504050670201797,0.002182453077258839,0.0033444816053511705,0.012592270950933565,0.007356252814892659,0.07764390896921017,0.07926829268292683,0.024186455584872472,0.0020689655172413794,0.008566275924256087,0.013913824057450628,0.035607035607035604,0.05787348586810229,0.00811663911017586,0.0821566110397946,0.04478280340349306,0.06464221286831029,0.03687900030478513,0.06609195402298851,0.05083234244946492,0.030595404341754475,0.005235602094240838,0.015306122448979591,0.018421052631578946,0.013550135501355014,0.053082191780821915,0.0425531914893617,0.0026455026455026454,0.031496062992125984,0.10427807486631016,0.0,0.0,0.021333333333333333,0.03779527559055118,0.0064,0.008064516129032258,0.0015527950310559005,0.09,0.026016260162601626,0.0016474464579901153,0.0681063122923588,0.0644122383252818,0.004885993485342019,0.0049261083743842365,0.012280701754385965,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.06666666666666667,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0625,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.09090909090909091,0.0,0.21428571428571427,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
